POLICY_CLAIM_NUMBER	POLICY_EFF_DT	INSURANCE_TYPE	CLAIM_STATUS	ANY_INJURY	POLICE_REPORT_AVAILABLE	INCIDENT_HOUR_OF_THE_DAY
PLC00007468	7/8/2015	Property	A	1	1	2
PLC00009323	7/8/2018	Health	A	0	1	4
PLC00005521	3/21/2015	Travel	A	1	0	9
PLC00001800	5/6/2017	Travel	A	1	1	1
PLC00005717	12/30/2018	Property	A	1	0	19
PLC00001196	7/15/2012	Property	A	1	1	15
PLC00008956	9/23/2019	Life	A	1	1	14
PLC00009109	8/19/2012	Health	A	1	1	23
PLC00000657	2/8/2014	Mobile	A	1	1	15
PLC00002121	8/11/2011	Motor	A	0	1	18
PLC00008799	1/22/2016	Travel	A	1	1	23
PLC00008353	2/2/2014	Health	A	1	1	20
PLC00000826	6/7/2019	Mobile	A	1	1	0
PLC00006618	5/30/2018	Travel	A	0	1	17
PLC00004719	2/16/2019	Travel	A	1	1	22
PLC00006128	6/24/2016	Mobile	A	0	1	10
PLC00005095	11/1/2014	Life	A	1	0	17
PLC00006222	12/10/2018	Motor	A	1	0	14
PLC00008236	1/27/2013	Life	A	1	1	0
PLC00000726	1/12/2018	Life	A	1	0	16
PLC00008601	7/24/2019	Travel	A	1	1	23
PLC00001752	10/10/2012	Life	A	1	1	6
PLC00004071	10/11/2012	Mobile	A	1	1	11
PLC00001929	7/15/2016	Life	A	1	0	3
PLC00005405	1/25/2017	Travel	A	0	1	23
PLC00009988	8/7/2014	Life	A	1	1	21
PLC00006545	8/1/2014	Life	A	1	0	5
PLC00004293	1/10/2019	Travel	A	1	1	19
PLC00001880	8/18/2012	Property	A	0	0	22
PLC00009604	5/8/2012	Travel	A	0	1	8
PLC00006908	3/28/2013	Health	A	1	1	1
PLC00006477	11/20/2018	Motor	A	1	0	10
PLC00009365	3/10/2012	Property	A	0	1	7
PLC00001313	11/20/2014	Health	A	0	1	11
PLC00001099	12/3/2013	Mobile	A	0	1	17
PLC00005640	7/24/2012	Travel	D	0	1	9
PLC00002993	11/13/2010	Property	A	1	1	9
PLC00000280	5/17/2012	Mobile	A	1	1	11
PLC00008497	7/19/2015	Life	A	1	0	15
PLC00000358	1/24/2016	Mobile	A	1	1	14
PLC00005770	6/22/2017	Life	A	1	0	15
PLC00001719	10/17/2010	Health	A	1	1	12
PLC00002804	6/20/2013	Travel	A	1	0	7
PLC00005493	10/8/2014	Mobile	A	0	1	4
PLC00009221	3/15/2012	Life	D	1	1	23
PLC00002404	9/5/2013	Health	A	1	1	19
PLC00006574	12/4/2016	Mobile	A	1	1	11
PLC00009407	3/24/2015	Life	A	1	1	19
PLC00008632	6/23/2016	Property	A	0	1	22
PLC00008820	7/29/2014	Travel	A	0	1	22
PLC00004433	5/1/2014	Property	A	1	1	12
PLC00008782	11/11/2017	Travel	A	1	0	4
PLC00008801	8/26/2017	Property	A	1	0	22
PLC00003780	10/21/2015	Life	A	1	0	10
PLC00001893	1/22/2020	Health	A	1	0	7
PLC00005908	8/9/2017	Life	A	1	0	14
PLC00004496	12/18/2018	Life	A	1	0	20
PLC00005665	2/8/2011	Health	A	1	1	17
PLC00004091	4/20/2012	Mobile	D	0	1	14
PLC00004183	7/16/2019	Mobile	A	1	1	6
PLC00006557	8/7/2013	Property	A	0	1	17
PLC00003222	3/20/2011	Mobile	A	1	0	5
PLC00006456	7/27/2017	Motor	A	1	1	16
PLC00008163	11/21/2013	Health	A	0	1	1
PLC00007113	1/5/2011	Property	A	0	1	5
PLC00003426	8/29/2010	Life	A	0	1	16
PLC00008553	1/8/2017	Health	A	1	1	1
PLC00009553	3/23/2012	Health	A	1	1	0
PLC00004808	2/7/2013	Motor	A	1	1	19
PLC00007853	10/15/2010	Property	A	1	1	14
PLC00002030	2/26/2012	Motor	A	0	1	5
PLC00002380	7/6/2010	Health	A	1	0	22
PLC00007651	3/20/2017	Travel	A	0	1	16
PLC00004634	10/19/2019	Health	A	0	0	16
PLC00009405	9/27/2016	Motor	A	0	1	1
PLC00003601	1/21/2013	Motor	A	1	1	8
PLC00008501	2/25/2016	Travel	A	1	0	2
PLC00004324	2/17/2013	Mobile	A	1	1	18
PLC00004711	1/17/2020	Life	A	1	0	20
PLC00004220	10/10/2019	Property	A	1	1	21
PLC00003570	5/14/2013	Travel	A	1	1	2
PLC00002610	3/4/2016	Property	A	1	0	4
PLC00002547	12/25/2013	Motor	A	1	1	18
PLC00000993	11/6/2017	Mobile	A	0	0	18
PLC00004263	3/28/2014	Health	A	1	1	9
PLC00005927	10/12/2019	Travel	A	1	0	18
PLC00007919	4/3/2012	Property	A	1	0	5
PLC00009161	4/24/2014	Motor	A	1	1	17
PLC00007869	7/14/2017	Life	A	1	1	7
PLC00007992	7/15/2018	Health	A	0	1	13
PLC00007325	10/2/2019	Health	A	1	0	12
PLC00000824	4/29/2019	Life	A	0	1	1
PLC00009308	12/14/2013	Property	A	1	1	18
PLC00001370	11/2/2010	Travel	A	0	1	8
PLC00001746	6/13/2015	Travel	A	1	1	1
PLC00000491	1/21/2018	Life	A	1	1	11
PLC00009427	9/23/2012	Life	A	1	1	20
PLC00004591	5/6/2015	Mobile	A	1	1	13
PLC00002035	4/9/2014	Travel	A	1	1	16
PLC00001561	3/6/2011	Life	A	1	1	10
PLC00002685	3/14/2013	Property	A	1	1	13
PLC00002979	9/27/2010	Life	A	1	1	10
PLC00003081	11/9/2011	Health	A	1	0	2
PLC00000721	11/9/2010	Property	A	0	1	22
PLC00006829	4/12/2015	Health	A	1	0	2
PLC00002184	11/2/2013	Property	A	0	1	19
PLC00002314	9/8/2012	Travel	D	1	1	8
PLC00009925	11/15/2019	Health	A	1	1	17
PLC00009432	10/1/2019	Travel	A	0	1	4
PLC00006325	7/3/2010	Travel	A	1	1	17
PLC00001513	4/8/2012	Motor	A	1	1	21
PLC00001577	11/2/2014	Property	A	1	1	8
PLC00001189	9/12/2014	Travel	D	1	0	2
PLC00009362	6/13/2013	Property	A	1	0	22
PLC00008107	10/26/2011	Travel	A	0	0	18
PLC00001229	4/19/2016	Health	A	0	0	22
PLC00009587	12/29/2013	Health	A	0	1	21
PLC00004792	9/6/2015	Health	A	1	0	2
PLC00000939	8/3/2018	Life	A	0	1	17
PLC00004147	3/14/2015	Life	A	1	1	1
PLC00004442	10/16/2019	Mobile	A	1	0	1
PLC00006852	4/23/2019	Mobile	A	1	1	16
PLC00009614	10/27/2016	Motor	A	1	0	15
PLC00002449	8/3/2016	Health	A	1	1	21
PLC00000749	10/18/2010	Property	A	1	1	5
PLC00002816	3/2/2018	Travel	A	1	1	17
PLC00000476	7/25/2013	Life	A	1	0	18
PLC00008416	9/7/2012	Motor	A	1	1	10
PLC00004244	3/2/2019	Motor	A	1	1	23
PLC00004615	4/26/2018	Travel	A	1	0	5
PLC00004411	2/17/2014	Health	A	1	0	8
PLC00006652	11/29/2012	Travel	A	1	1	10
PLC00008373	1/11/2016	Life	A	1	1	13
PLC00008840	10/2/2012	Mobile	A	1	1	13
PLC00000298	11/2/2018	Health	A	1	1	1
PLC00004401	7/8/2017	Life	A	0	0	18
PLC00007434	2/20/2016	Health	A	1	1	9
PLC00009690	1/3/2015	Motor	A	0	1	1
PLC00007988	6/15/2012	Mobile	A	1	1	8
PLC00008434	6/5/2015	Mobile	A	1	1	19
PLC00007898	11/29/2013	Mobile	A	1	0	7
PLC00008600	6/27/2017	Mobile	A	1	1	16
PLC00007205	5/23/2016	Property	A	1	1	21
PLC00006572	7/30/2014	Travel	A	1	1	16
PLC00001791	4/25/2016	Property	A	0	1	15
PLC00006480	10/5/2014	Mobile	A	0	1	1
PLC00001643	2/13/2016	Health	A	0	1	18
PLC00000283	9/15/2012	Motor	A	1	1	8
PLC00000248	10/3/2018	Life	A	1	0	5
PLC00001116	1/3/2011	Mobile	A	1	0	16
PLC00008783	12/28/2017	Property	A	1	0	18
PLC00009856	11/3/2010	Motor	A	0	0	1
PLC00003339	7/28/2019	Property	A	0	1	0
PLC00007696	11/19/2018	Mobile	A	1	1	12
PLC00007341	8/7/2018	Property	A	1	0	6
PLC00008802	4/27/2012	Travel	A	1	1	8
PLC00004953	2/9/2013	Health	A	1	1	6
PLC00000899	1/26/2016	Travel	A	0	1	22
PLC00001058	6/26/2019	Health	A	0	1	22
PLC00001008	10/31/2015	Travel	A	1	1	21
PLC00007260	9/7/2019	Health	A	1	1	9
PLC00003328	2/26/2019	Motor	A	1	1	10
PLC00008790	3/21/2014	Travel	A	1	1	3
PLC00003634	7/11/2017	Property	A	1	1	8
PLC00006163	11/11/2013	Property	A	0	1	11
PLC00001266	2/27/2014	Mobile	A	1	0	1
PLC00002439	3/18/2012	Mobile	A	0	0	14
PLC00003221	4/16/2012	Life	A	0	1	13
PLC00006066	9/11/2018	Travel	A	0	1	12
PLC00007678	8/30/2013	Life	A	1	0	16
PLC00006792	1/2/2017	Property	A	1	1	7
PLC00000456	11/24/2017	Mobile	A	1	1	10
PLC00008249	6/3/2014	Travel	A	1	1	10
PLC00003248	4/29/2015	Motor	A	1	1	5
PLC00000978	2/15/2015	Mobile	A	1	0	8
PLC00006271	1/15/2011	Travel	A	0	1	4
PLC00008454	12/24/2012	Property	A	1	1	6
PLC00001853	10/8/2016	Health	A	1	1	2
PLC00003179	8/23/2012	Property	A	1	0	14
PLC00007860	4/9/2017	Motor	A	1	1	11
PLC00007948	9/27/2013	Mobile	A	1	0	5
PLC00008830	10/15/2013	Travel	A	1	0	14
PLC00001334	12/18/2014	Life	A	0	1	11
PLC00008637	8/24/2016	Property	A	1	1	8
PLC00009003	8/30/2017	Motor	A	1	1	14
PLC00000528	4/24/2012	Travel	A	1	1	10
PLC00001351	6/18/2019	Property	A	1	0	15
PLC00001948	3/22/2013	Life	A	1	0	15
PLC00008844	6/6/2015	Travel	A	0	1	15
PLC00002732	7/19/2014	Mobile	A	1	1	6
PLC00005191	8/11/2015	Property	A	1	0	23
PLC00003089	10/24/2017	Motor	A	0	0	6
PLC00008939	3/7/2011	Life	A	0	0	14
PLC00003741	5/24/2018	Travel	A	1	0	23
PLC00006259	12/27/2012	Life	A	0	1	14
PLC00007358	4/2/2013	Life	A	1	1	1
PLC00001804	7/25/2011	Health	A	1	1	9
PLC00009755	10/18/2016	Motor	A	1	1	18
PLC00006281	11/2/2019	Property	A	1	0	10
PLC00000903	3/25/2019	Health	A	1	1	1
PLC00001686	2/6/2015	Motor	A	1	1	18
PLC00002640	6/10/2015	Travel	A	1	1	23
PLC00004577	1/30/2016	Life	A	1	0	8
PLC00001103	11/15/2014	Health	A	1	1	2
PLC00007570	3/24/2012	Mobile	A	1	1	13
PLC00001455	6/7/2016	Mobile	A	0	0	21
PLC00005891	1/24/2012	Mobile	A	0	0	3
PLC00007703	11/24/2016	Health	A	1	1	18
PLC00005294	8/22/2010	Property	A	1	0	7
PLC00000858	10/6/2018	Travel	A	1	0	14
PLC00002154	9/27/2012	Health	A	1	0	14
PLC00001995	3/22/2011	Travel	A	1	1	20
PLC00002676	1/21/2020	Property	A	1	1	17
PLC00000876	5/15/2018	Mobile	A	1	0	9
PLC00000728	1/21/2014	Motor	A	1	1	14
PLC00003831	12/12/2011	Mobile	D	1	0	10
PLC00003246	4/25/2019	Property	A	1	1	17
PLC00002791	6/18/2012	Life	A	1	0	23
PLC00004036	2/27/2011	Mobile	A	0	1	10
PLC00003863	6/22/2015	Mobile	A	1	1	11
PLC00003641	10/19/2012	Property	A	1	1	18
PLC00000506	4/23/2019	Mobile	A	1	0	15
PLC00005298	7/7/2018	Property	D	0	0	20
PLC00008119	3/2/2017	Health	A	1	0	14
PLC00004087	1/28/2016	Motor	A	1	1	8
PLC00007751	1/9/2019	Travel	A	0	1	8
PLC00002021	2/24/2011	Health	A	1	1	22
PLC00007976	10/24/2010	Travel	A	1	1	17
PLC00003971	7/30/2014	Travel	A	1	1	2
PLC00003510	4/26/2012	Travel	A	1	1	13
PLC00007558	4/1/2012	Health	A	1	1	12
PLC00004950	9/16/2015	Property	A	1	1	3
PLC00006629	12/8/2016	Health	A	1	1	10
PLC00007016	6/13/2016	Life	A	1	1	17
PLC00004910	4/18/2017	Motor	A	1	1	21
PLC00002389	2/11/2016	Health	A	1	1	13
PLC00002026	8/3/2019	Health	A	0	1	6
PLC00007771	1/23/2011	Motor	A	0	0	12
PLC00009326	9/27/2015	Life	A	1	1	16
PLC00007340	5/26/2014	Mobile	A	1	1	3
PLC00004712	3/17/2012	Property	A	1	0	15
PLC00007572	2/21/2013	Travel	D	1	1	16
PLC00009996	10/14/2013	Travel	A	1	1	5
PLC00007921	2/8/2019	Motor	A	1	0	5
PLC00006421	12/18/2018	Life	A	1	1	12
PLC00007694	1/6/2012	Travel	A	1	1	21
PLC00003722	12/22/2014	Life	A	1	1	8
PLC00007702	1/29/2012	Life	A	1	1	0
PLC00006943	12/5/2010	Life	A	0	0	8
PLC00005601	4/23/2015	Mobile	A	1	1	22
PLC00001096	9/6/2017	Mobile	A	0	1	14
PLC00008966	12/2/2014	Travel	A	1	1	12
PLC00009768	7/10/2011	Property	A	1	1	14
PLC00008855	12/18/2012	Health	A	1	1	7
PLC00003212	4/21/2011	Travel	D	0	1	23
PLC00004272	10/4/2013	Travel	A	1	0	5
PLC00009416	7/9/2011	Travel	A	1	1	15
PLC00001292	1/15/2016	Health	A	1	1	6
PLC00006851	7/23/2019	Mobile	D	1	1	1
PLC00005801	2/10/2016	Mobile	A	1	1	23
PLC00002838	5/15/2018	Motor	A	0	1	1
PLC00007298	11/20/2016	Travel	A	1	1	3
PLC00008197	1/26/2013	Mobile	A	0	0	19
PLC00001224	3/17/2011	Property	A	0	1	15
PLC00004945	5/14/2011	Property	A	1	0	3
PLC00000353	9/5/2018	Health	A	1	1	17
PLC00005230	11/7/2010	Travel	A	1	0	16
PLC00007339	11/11/2011	Motor	A	1	1	3
PLC00005835	6/11/2019	Motor	A	0	1	11
PLC00003192	5/24/2012	Motor	A	1	0	9
PLC00007310	7/8/2013	Health	A	1	1	0
PLC00006458	3/21/2016	Motor	A	1	1	16
PLC00007161	12/11/2019	Life	A	0	1	10
PLC00009896	1/16/2019	Life	A	1	1	22
PLC00001226	4/30/2011	Life	A	0	1	17
PLC00000239	12/10/2018	Life	A	0	0	13
PLC00005676	1/27/2012	Property	A	1	1	4
PLC00006214	1/9/2016	Travel	A	0	0	2
PLC00002130	3/15/2018	Travel	A	1	1	20
PLC00005921	10/21/2013	Motor	A	0	0	8
PLC00006010	3/28/2011	Life	A	1	1	9
PLC00007504	1/18/2017	Mobile	A	1	0	17
PLC00009855	7/4/2015	Life	A	1	1	6
PLC00005009	4/28/2011	Motor	A	1	1	9
PLC00001854	7/8/2019	Property	A	0	1	10
PLC00003657	7/31/2010	Property	A	1	0	4
PLC00009987	8/8/2013	Property	A	0	1	0
PLC00002792	3/25/2019	Property	A	1	1	18
PLC00001484	12/10/2016	Mobile	A	0	1	22
PLC00006104	6/9/2017	Motor	A	0	1	17
PLC00001122	11/18/2012	Mobile	A	1	0	7
PLC00000141	10/22/2013	Mobile	A	1	0	12
PLC00004510	7/4/2019	Motor	A	1	1	7
PLC00006252	1/14/2013	Mobile	A	1	1	19
PLC00009022	1/24/2016	Travel	A	1	0	2
PLC00001943	3/9/2013	Property	A	1	1	7
PLC00009216	10/8/2016	Travel	A	1	0	17
PLC00005714	3/13/2015	Motor	A	1	0	6
PLC00008396	11/6/2019	Travel	A	1	1	2
PLC00004659	1/15/2019	Travel	A	1	0	2
PLC00006866	6/3/2012	Property	A	1	1	2
PLC00006633	5/17/2019	Travel	A	1	0	1
PLC00009042	10/19/2015	Property	D	1	1	3
PLC00000661	1/31/2019	Travel	A	0	1	18
PLC00004524	11/18/2014	Life	A	1	1	20
PLC00003957	11/25/2012	Travel	A	1	0	17
PLC00001315	6/4/2012	Life	A	1	1	2
PLC00007307	4/1/2011	Mobile	A	1	1	18
PLC00000904	3/14/2018	Travel	A	0	0	20
PLC00001761	3/14/2019	Travel	A	1	1	23
PLC00002968	1/18/2017	Motor	A	0	0	23
PLC00007319	11/25/2013	Health	A	1	0	19
PLC00009670	8/18/2018	Travel	A	1	0	10
PLC00009555	8/5/2016	Health	A	1	1	10
PLC00003686	12/18/2019	Health	A	0	0	16
PLC00001344	6/13/2015	Property	A	0	1	1
PLC00000056	3/29/2013	Motor	A	0	1	6
PLC00000869	3/30/2014	Life	D	1	0	11
PLC00002892	4/10/2016	Motor	A	0	1	16
PLC00004103	9/1/2017	Mobile	A	1	0	17
PLC00002324	12/16/2018	Mobile	A	0	1	9
PLC00005427	3/24/2013	Travel	A	1	1	6
PLC00002852	6/25/2011	Mobile	A	1	1	2
PLC00008248	2/17/2019	Health	D	1	1	22
PLC00008184	5/16/2019	Property	A	0	1	10
PLC00003399	12/23/2012	Travel	A	0	0	23
PLC00003230	8/31/2014	Mobile	A	1	1	6
PLC00007107	3/1/2018	Life	A	1	0	3
PLC00008998	11/11/2018	Life	A	1	0	14
PLC00008190	3/30/2014	Life	A	0	1	5
PLC00000368	1/8/2014	Travel	A	0	1	4
PLC00007283	12/17/2012	Motor	A	1	1	11
PLC00004113	3/21/2014	Life	A	1	1	16
PLC00002739	11/2/2010	Property	A	0	0	14
PLC00005866	8/30/2013	Health	A	1	1	18
PLC00008609	10/13/2016	Travel	A	0	0	16
PLC00005806	4/4/2019	Life	A	0	1	17
PLC00004755	1/3/2011	Motor	A	1	1	20
PLC00001053	5/22/2016	Travel	D	0	1	8
PLC00003542	4/20/2019	Motor	D	0	1	14
PLC00005181	4/2/2012	Life	A	1	1	3
PLC00001654	11/8/2018	Mobile	A	0	0	6
PLC00006610	6/26/2016	Motor	A	1	0	19
PLC00005130	10/3/2010	Mobile	A	1	0	22
PLC00001108	4/27/2019	Mobile	A	0	1	3
PLC00004902	2/15/2013	Motor	A	0	1	6
PLC00003133	7/14/2015	Property	A	0	1	12
PLC00004802	1/7/2020	Property	A	1	1	12
PLC00005507	7/21/2017	Health	A	0	1	23
PLC00002177	11/9/2018	Life	A	1	0	5
PLC00002775	4/16/2015	Life	A	0	0	18
PLC00009678	5/5/2011	Life	A	1	1	9
PLC00006253	2/6/2019	Motor	A	1	1	23
PLC00001856	8/29/2017	Motor	A	1	1	17
PLC00006995	7/23/2012	Health	A	0	0	11
PLC00004531	4/29/2018	Travel	A	1	1	8
PLC00001743	4/12/2011	Mobile	A	1	1	15
PLC00003074	9/16/2015	Mobile	A	1	0	6
PLC00006920	4/20/2016	Life	A	0	1	11
PLC00006505	4/3/2019	Travel	A	1	1	8
PLC00000009	8/15/2010	Property	A	0	1	5
PLC00002619	5/22/2012	Mobile	A	1	1	15
PLC00008692	8/19/2012	Life	A	1	1	4
PLC00000725	8/4/2019	Property	A	0	1	20
PLC00009317	2/10/2014	Life	A	1	1	18
PLC00000895	6/20/2012	Mobile	A	1	1	14
PLC00003059	4/4/2015	Travel	A	0	1	18
PLC00002992	1/7/2020	Motor	A	0	1	6
PLC00004906	6/9/2011	Property	A	1	0	15
PLC00009350	3/19/2014	Property	A	1	1	9
PLC00002633	8/19/2012	Life	A	0	1	4
PLC00002203	2/21/2012	Life	A	1	1	3
PLC00009517	4/7/2013	Health	A	1	1	17
PLC00001793	3/11/2017	Health	A	1	1	22
PLC00009033	5/31/2015	Life	A	0	0	14
PLC00009978	11/12/2010	Travel	A	1	1	11
PLC00000330	3/30/2011	Property	A	1	1	2
PLC00006108	1/21/2011	Mobile	A	1	1	21
PLC00005469	7/21/2011	Mobile	A	1	1	19
PLC00003899	11/24/2018	Mobile	A	0	0	20
PLC00000492	12/17/2017	Motor	A	1	0	13
PLC00000307	1/5/2011	Life	D	0	1	5
PLC00006022	9/24/2012	Motor	A	1	0	17
PLC00001052	1/8/2014	Life	A	1	1	2
PLC00000759	12/14/2011	Mobile	A	1	1	2
PLC00004794	8/11/2013	Health	A	1	1	10
PLC00001061	1/27/2015	Motor	A	1	1	19
PLC00004777	6/10/2010	Health	A	1	0	20
PLC00005522	6/5/2011	Motor	A	0	1	2
PLC00006072	11/21/2019	Health	A	1	1	12
PLC00005511	4/25/2013	Property	A	0	0	6
PLC00006303	2/26/2014	Mobile	A	1	1	5
PLC00004992	10/13/2016	Property	A	1	0	9
PLC00009385	9/15/2016	Travel	A	1	1	22
PLC00000203	7/28/2017	Mobile	A	1	1	10
PLC00009739	6/30/2010	Property	A	0	1	21
PLC00000387	4/7/2011	Health	A	1	1	2
PLC00004703	9/21/2016	Life	A	1	1	13
PLC00002501	12/9/2011	Mobile	A	1	0	9
PLC00008778	10/13/2012	Motor	A	0	1	4
PLC00002526	8/5/2011	Mobile	A	1	1	2
PLC00005628	3/3/2011	Travel	D	1	0	11
PLC00002486	11/26/2014	Travel	A	1	1	7
PLC00000747	12/19/2018	Motor	A	1	0	15
PLC00009609	6/6/2019	Motor	A	1	1	23
PLC00000326	11/13/2016	Travel	A	0	1	5
PLC00000474	7/30/2015	Health	A	1	1	14
PLC00009113	1/5/2020	Life	A	0	1	19
PLC00003753	6/20/2016	Mobile	A	1	0	8
PLC00006082	11/1/2011	Health	A	0	1	0
PLC00006963	2/19/2017	Property	A	1	1	9
PLC00004523	6/7/2019	Health	A	1	0	11
PLC00007275	10/27/2016	Health	A	0	0	22
PLC00005035	7/27/2013	Mobile	D	1	1	15
PLC00009935	3/29/2012	Health	A	1	0	2
PLC00009773	11/16/2013	Mobile	A	1	1	11
PLC00008648	4/29/2018	Travel	A	1	0	2
PLC00008615	12/9/2012	Health	A	0	1	18
PLC00008220	4/26/2012	Life	A	1	0	1
PLC00002882	12/28/2011	Mobile	A	1	1	13
PLC00003573	8/23/2014	Life	A	1	1	4
PLC00007963	7/26/2013	Motor	A	1	1	4
PLC00009889	4/30/2016	Life	A	0	0	3
PLC00000565	10/7/2018	Mobile	A	1	1	11
PLC00003939	6/11/2018	Mobile	A	1	0	9
PLC00005963	10/16/2012	Health	A	1	0	17
PLC00005700	11/5/2018	Mobile	A	1	0	16
PLC00009708	2/18/2018	Life	A	1	1	2
PLC00006671	2/2/2019	Motor	A	1	1	19
PLC00002266	3/15/2012	Travel	A	0	1	0
PLC00001221	2/12/2015	Travel	A	0	1	11
PLC00006991	11/30/2017	Mobile	A	0	1	3
PLC00006978	6/3/2015	Property	A	0	1	11
PLC00008120	1/13/2015	Mobile	A	1	1	11
PLC00001530	6/2/2017	Travel	A	1	1	15
PLC00007726	3/30/2012	Mobile	A	1	1	8
PLC00006581	4/24/2011	Health	A	1	0	11
PLC00003758	7/7/2015	Mobile	A	1	1	7
PLC00005659	5/30/2015	Travel	A	0	1	19
PLC00008618	11/24/2010	Property	A	1	0	9
PLC00007256	10/29/2019	Life	A	1	0	7
PLC00000779	11/1/2014	Motor	A	1	0	10
PLC00006181	8/12/2013	Travel	A	0	0	5
PLC00000896	7/8/2015	Health	A	1	1	6
PLC00005545	10/8/2016	Life	A	1	0	8
PLC00003940	10/13/2012	Health	A	1	1	6
PLC00001202	5/3/2013	Life	A	1	1	5
PLC00009237	6/28/2011	Property	A	1	0	15
PLC00008591	10/22/2017	Travel	A	1	1	1
PLC00009398	1/11/2018	Life	A	1	1	9
PLC00009632	10/8/2012	Life	A	1	0	7
PLC00008395	5/24/2017	Property	A	1	1	18
PLC00006850	6/5/2011	Motor	A	1	0	2
PLC00009565	7/9/2017	Life	A	1	0	8
PLC00000663	12/4/2011	Life	A	1	1	23
PLC00002008	5/6/2017	Life	A	0	1	21
PLC00004378	2/20/2018	Motor	A	1	0	14
PLC00001824	12/9/2018	Mobile	A	0	1	0
PLC00001256	10/14/2012	Property	A	1	0	5
PLC00006680	2/16/2018	Mobile	A	0	0	15
PLC00004485	6/15/2017	Property	A	1	1	19
PLC00009636	10/19/2016	Travel	A	1	1	3
PLC00001846	7/31/2011	Mobile	A	0	1	18
PLC00008076	9/11/2014	Life	A	1	1	12
PLC00008849	7/2/2013	Mobile	A	1	1	11
PLC00003048	7/4/2016	Property	A	0	1	7
PLC00008653	2/26/2019	Property	A	1	1	11
PLC00004926	1/6/2017	Life	A	1	1	16
PLC00009195	8/8/2016	Travel	A	1	0	4
PLC00000013	3/25/2011	Property	A	1	0	12
PLC00007367	2/12/2013	Property	A	0	1	7
PLC00009945	3/21/2016	Motor	A	1	1	22
PLC00007547	12/4/2014	Life	A	1	0	13
PLC00005420	4/6/2015	Health	A	0	1	17
PLC00008007	11/22/2014	Health	A	1	0	3
PLC00004824	9/12/2019	Property	A	1	1	21
PLC00001035	2/23/2017	Mobile	A	1	1	15
PLC00004247	12/28/2018	Motor	A	0	1	4
PLC00003941	10/1/2014	Mobile	A	1	0	9
PLC00001727	3/29/2013	Life	A	1	0	1
PLC00007381	4/28/2016	Health	A	1	1	15
PLC00001583	6/23/2015	Mobile	A	1	1	19
PLC00000709	6/1/2018	Travel	A	0	1	12
PLC00005744	12/18/2013	Property	A	1	1	21
PLC00008768	5/21/2013	Motor	A	0	1	10
PLC00006409	2/4/2019	Health	A	1	1	9
PLC00009731	8/20/2019	Motor	A	1	0	6
PLC00004123	7/19/2015	Property	A	1	1	9
PLC00008430	11/23/2016	Life	A	1	1	21
PLC00002653	11/9/2013	Life	A	1	0	12
PLC00002067	9/20/2018	Health	A	1	1	0
PLC00005242	10/30/2011	Property	A	1	1	17
PLC00006129	1/9/2013	Travel	A	0	1	17
PLC00001090	7/2/2017	Travel	A	1	1	2
PLC00009994	7/7/2012	Mobile	A	1	1	20
PLC00007210	10/23/2012	Property	A	0	0	16
PLC00002542	3/3/2019	Motor	A	1	1	7
PLC00007192	5/3/2016	Health	A	1	1	0
PLC00005803	2/11/2017	Mobile	A	1	1	19
PLC00005730	1/26/2015	Mobile	A	1	1	23
PLC00007125	10/10/2018	Motor	A	0	1	7
PLC00009983	10/10/2013	Health	A	1	1	17
PLC00004765	10/11/2016	Property	A	1	1	15
PLC00009396	2/22/2014	Mobile	A	0	0	21
PLC00000741	8/19/2016	Health	A	0	1	20
PLC00002687	6/7/2013	Property	A	1	1	12
PLC00006798	9/14/2018	Motor	A	1	1	12
PLC00007689	8/1/2018	Mobile	A	0	1	14
PLC00004023	9/1/2014	Life	D	0	1	4
PLC00005050	1/15/2011	Life	A	1	1	18
PLC00000286	1/6/2020	Property	A	1	1	10
PLC00001014	6/15/2019	Property	A	0	0	19
PLC00005307	4/1/2019	Health	A	1	0	10
PLC00001603	6/13/2012	Travel	A	1	1	15
PLC00001617	6/9/2012	Mobile	A	1	0	15
PLC00009979	8/20/2015	Property	A	1	1	7
PLC00004590	6/29/2019	Mobile	A	1	0	23
PLC00007117	4/3/2011	Property	A	1	1	6
PLC00005238	6/25/2015	Life	A	0	0	10
PLC00008655	5/3/2015	Life	A	1	1	9
PLC00000257	11/3/2010	Motor	A	1	0	17
PLC00009546	1/19/2016	Mobile	A	0	0	17
PLC00004251	1/31/2017	Travel	A	1	1	22
PLC00002031	11/10/2016	Mobile	A	1	0	6
PLC00003225	1/17/2011	Mobile	A	1	1	13
PLC00008631	2/7/2011	Travel	A	1	1	8
PLC00002477	7/30/2012	Health	A	1	1	3
PLC00005983	7/3/2012	Motor	A	0	1	6
PLC00004507	1/30/2011	Property	A	1	0	22
PLC00001364	4/26/2018	Health	A	0	0	22
PLC00009121	9/16/2014	Travel	A	0	1	18
PLC00002772	2/14/2015	Motor	A	1	0	15
PLC00008777	11/30/2018	Health	A	1	1	5
PLC00001204	5/26/2015	Travel	A	1	1	5
PLC00006870	8/6/2019	Health	A	1	0	18
PLC00007487	12/13/2013	Property	D	0	1	14
PLC00009448	10/30/2017	Property	A	1	0	0
PLC00008460	10/7/2015	Motor	A	1	0	15
PLC00003402	4/25/2018	Life	A	1	0	17
PLC00005752	9/17/2016	Property	D	1	1	21
PLC00006007	2/25/2011	Property	A	1	1	6
